# x	y	u	v	mask
  0.3108	  6.9934	  1.6027	  1.2443	  1.0000
  0.6734	  6.9934	  1.8381	  1.3081	  1.0000
  1.0361	  6.9934	  2.2347	  1.8160	  1.0000
  1.3987	  6.9934	  7.5998	 -4.2444	  0.0000
  1.7613	  6.9934	  3.1013	  1.6465	  1.0000
  2.1239	  6.9934	 -0.9222	  1.4901	  0.0000
  2.4865	  6.9934	  3.5143	  2.1553	  1.0000
  2.8492	  6.9934	  6.3737	 -1.4002	  0.0000
  3.2118	  6.9934	  3.2880	  1.8231	  1.0000
  3.5744	  6.9934	 -3.1055	 -0.5145	  0.0000
  3.9370	  6.9934	  2.4209	  0.4120	  1.0000
  4.2996	  6.9934	 -2.1097	  5.1404	  0.0000
  4.6622	  6.9934	  1.0273	  1.1660	  1.0000
  5.0249	  6.9934	  0.5706	  0.8621	  1.0000
  5.3875	  6.9934	 -0.4376	  1.7564	  1.0000
  5.7501	  6.9934	  8.7116	 14.8692	  0.0000
  6.1127	  6.9934	 -0.8293	  2.1940	  1.0000
  6.4753	  6.9934	-10.2623	 11.6266	  0.0000
  6.8380	  6.9934	  0.6854	 -1.2532	  0.0000
  7.2006	  6.9934	  0.9996	  0.8201	  1.0000
  7.5632	  6.9934	  1.6623	  0.0901	  1.0000
  7.9258	  6.9934	  2.2054	 -0.5611	  1.0000
  8.2884	  6.9934	  2.5151	 -1.2262	  1.0000
  8.6511	  6.9934	  2.9060	 -1.7618	  1.0000
  9.0137	  6.9934	  2.1916	 -1.5423	  1.0000
  0.3108	  6.6308	  1.1538	  1.4922	  1.0000
  0.6734	  6.6308	 11.3738	  8.2553	  0.0000
  1.0361	  6.6308	 -7.7012	 -0.6669	  0.0000
  1.3987	  6.6308	  2.1100	  2.5084	  1.0000
  1.7613	  6.6308	  2.7327	  2.2939	  1.0000
  2.1239	  6.6308	  2.7072	  2.5933	  1.0000
  2.4865	  6.6308	  3.0479	  2.8686	  1.0000
  2.8492	  6.6308	  3.1637	  2.4513	  1.0000
  3.2118	  6.6308	  2.6750	  2.2580	  1.0000
  3.5744	  6.6308	  2.5039	  1.5778	  1.0000
  3.9370	  6.6308	 -1.4865	  1.9876	  0.0000
  4.2996	  6.6308	 -1.3432	  0.6450	  0.0000
  4.6622	  6.6308	 11.5386	 -9.6738	  0.0000
  5.0249	  6.6308	  0.1343	  1.1575	  1.0000
  5.3875	  6.6308	 -0.7689	  2.0011	  1.0000
  5.7501	  6.6308	-10.9717	  5.2658	  0.0000
  6.1127	  6.6308	  0.6241	  1.6310	  0.0000
  6.4753	  6.6308	 -0.1195	  2.1487	  1.0000
  6.8380	  6.6308	 -4.8276	 15.1600	  0.0000
  7.2006	  6.6308	  0.9596	  1.2702	  1.0000
  7.5632	  6.6308	  1.6505	  0.4743	  1.0000
  7.9258	  6.6308	  2.2376	 -0.2405	  1.0000
  8.2884	  6.6308	  2.5793	 -0.7583	  1.0000
  8.6511	  6.6308	  2.9600	 -1.1607	  1.0000
  9.0137	  6.6308	  2.5150	 -0.9116	  1.0000
  0.3108	  6.2681	  0.9016	  1.4292	  1.0000
  0.6734	  6.2681	 -0.0626	  0.6406	  0.0000
  1.0361	  6.2681	 -2.4947	  5.3519	  0.0000
  1.3987	  6.2681	  1.7848	  2.4141	  1.0000
  1.7613	  6.2681	  2.2853	  2.3491	  1.0000
  2.1239	  6.2681	 13.5112	 10.6032	  0.0000
  2.4865	  6.2681	  2.5493	  2.9652	  1.0000
  2.8492	  6.2681	  2.6655	  2.9516	  1.0000
  3.2118	  6.2681	  2.2204	  2.8089	  1.0000
