# x	y	u	v	mask
  0.3108	  6.9934	 -0.1212	 -1.2971	  1.0000
  0.6734	  6.9934	  0.2555	 -0.9732	  1.0000
  1.0361	  6.9934	  0.0802	 -1.2146	  1.0000
  1.3987	  6.9934	  0.0614	 -1.1525	  1.0000
  1.7613	  6.9934	  0.4587	 -0.7841	  1.0000
  2.1239	  6.9934	 -0.0803	 -0.1848	  1.0000
  2.4865	  6.9934	  0.1400	 -0.3604	  1.0000
  2.8492	  6.9934	 11.5448	  6.3950	  0.0000
  3.2118	  6.9934	 -5.1005	  2.4639	  0.0000
  3.5744	  6.9934	 -0.5501	 -0.2730	  1.0000
  3.9370	  6.9934	 -3.2111	 -4.1456	  0.0000
  4.2996	  6.9934	 -4.7035	 -4.6563	  0.0000
  4.6622	  6.9934	  0.6559	 -0.3078	  0.0000
  5.0249	  6.9934	 -1.9841	 -0.8421	  1.0000
  5.3875	  6.9934	-12.1362	 -6.9167	  0.0000
  5.7501	  6.9934	  3.9105	 -0.5594	  0.0000
  6.1127	  6.9934	 -0.4319	 -1.2343	  0.0000
  6.4753	  6.9934	  0.5366	 -0.6591	  0.0000
  6.8380	  6.9934	  0.0411	 -0.6471	  0.0000
  7.2006	  6.9934	  1.1843	  0.8544	  1.0000
  7.5632	  6.9934	  0.9022	 -0.4850	  1.0000
  7.9258	  6.9934	 -7.8085	 -7.7675	  0.0000
  8.2884	  6.9934	  5.1115	 -3.6925	  0.0000
  8.6511	  6.9934	 -3.5870	 -4.2641	  0.0000
  9.0137	  6.9934	 -1.1504	 -2.4792	  1.0000
  0.3108	  6.6308	 -0.1972	 -1.1729	  1.0000
  0.6734	  6.6308	 -0.3850	 -1.3559	  1.0000
  1.0361	  6.6308	 -0.4318	 -1.5243	  1.0000
  1.3987	  6.6308	 -0.3941	 -1.4025	  1.0000
  1.7613	  6.6308	  7.8233	  3.6785	  0.0000
  2.1239	  6.6308	 -0.6332	 -0.7587	  1.0000
  2.4865	  6.6308	 -0.5251	 -0.8560	  1.0000
  2.8492	  6.6308	 -0.3367	 -0.0107	  1.0000
  3.2118	  6.6308	 -0.3376	 -0.3373	  1.0000
  3.5744	  6.6308	 -0.2349	  0.0404	  1.0000
  3.9370	  6.6308	 11.9566	 14.9506	  0.0000
  4.2996	  6.6308	  7.6654	 -7.5342	  0.0000
  4.6622	  6.6308	 -1.5158	 -1.2107	  1.0000
  5.0249	  6.6308	 -7.7733	 -7.6265	  0.0000
  5.3875	  6.6308	 -1.6149	 -1.4381	  1.0000
  5.7501	  6.6308	 -1.3243	 -0.6689	  1.0000
  6.1127	  6.6308	 -8.9456	  9.6285	  0.0000
  6.4753	  6.6308	 -0.8747	 -9.9652	  0.0000
  6.8380	  6.6308	  0.0073	 -0.1073	  1.0000
  7.2006	  6.6308	  0.0833	 -0.6135	  0.0000
