# x	y	u	v	mask
  0.3108	  6.9934	 -0.2747	 -2.1747	  1.0000
  0.6734	  6.9934	  0.3928	 -0.1704	  0.0000
  1.0361	  6.9934	-12.4242	  5.4820	  0.0000
  1.3987	  6.9934	  7.5507	 -7.2467	  0.0000
  1.7613	  6.9934	 -0.3499	 -1.0119	  1.0000
  2.1239	  6.9934	 -0.4261	 -0.3002	  0.0000
  2.4865	  6.9934	 -0.3168	 -0.3883	  1.0000
  2.8492	  6.9934	 -1.0315	  0.0380	  1.0000
  3.2118	  6.9934	 -3.5792	  4.1545	  0.0000
  3.5744	  6.9934	 -1.5229	  1.0961	  0.0000
  3.9370	  6.9934	 -2.6014	  0.2283	  1.0000
  4.2996	  6.9934	 -2.7117	  0.3363	  1.0000
  4.6622	  6.9934	 -0.6458	 -0.1490	  0.0000
  5.0249	  6.9934	 -2.3069	  1.3104	  1.0000
  5.3875	  6.9934	-12.6160	 -5.5182	  0.0000
  5.7501	  6.9934	 -1.5698	  1.4159	  1.0000
  6.1127	  6.9934	 -0.4131	 -0.6001	  0.0000
  6.4753	  6.9934	 -0.1350	 -0.2725	  0.0000
  6.8380	  6.9934	 -0.4798	 -0.0969	  0.0000
  7.2006	  6.9934	 -4.4864	 -7.8427	  0.0000
  7.5632	  6.9934	 -1.1179	 -7.8953	  0.0000
  7.9258	  6.9934	 -7.7339	 -7.7318	  0.0000
  8.2884	  6.9934	  4.4641	 -3.7195	  0.0000
  8.6511	  6.9934	 -6.7849	 -7.6315	  0.0000
  9.0137	  6.9934	 -1.7008	 -4.1910	  1.0000
  0.3108	  6.6308	 -0.3340	 -1.5177	  1.0000
  0.6734	  6.6308	 -0.3182	 -1.2810	  1.0000
  1.0361	  6.6308	 -3.9831	  3.2331	  0.0000
  1.3987	  6.6308	  7.8412	  4.0931	  0.0000
  1.7613	  6.6308	 -0.6226	  0.5267	  0.0000
  2.1239	  6.6308	 -0.7412	  0.2321	  1.0000
  2.4865	  6.6308	 -0.6701	  0.1915	  1.0000
  2.8492	  6.6308	 -1.1258	  0.3175	  1.0000
  3.2118	  6.6308	 -1.5716	  0.6002	  1.0000
  3.5744	  6.6308	 -7.5581	 -3.4697	  0.0000
  3.9370	  6.6308	 -2.2845	  0.3442	  1.0000
  4.2996	  6.6308	-11.5586	  6.6182	  0.0000
  4.6622	  6.6308	 -7.6731	 -7.7139	  0.0000
  5.0249	  6.6308	 -2.0838	  1.2509	  1.0000
  5.3875	  6.6308	  8.4531	 10.6669	  0.0000
  5.7501	  6.6308	  9.4076	  7.2449	  0.0000
  6.1127	  6.6308	 -6.7453	 11.8695	  0.0000
  6.4753	  6.6308	 -0.3827	  1.0694	  1.0000
  6.8380	  6.6308	  0.0250	 -0.1453	  0.0000
  7.2006	  6.6308	 -0.8362	 -0.3635	  0.0000
  7.5632	  6.6308	 -0.9690	 -1.3090	  1.0000
  7.9258	  6.6308	 13.3101	 -9.2334	  0.0000
  8.2884	  6.6308	 -1.3509	 -2.4804	  1.0000
  8.6511	  6.6308	 -0.4182	  0.0230	  0.0000
