# x	y	u	v	mask
  0.3108	  6.9934	 -2.2627	  2.5229	  1.0000
  0.6734	  6.9934	 -1.7429	  2.1770	  1.0000
  1.0361	  6.9934	 -1.4369	  2.0045	  1.0000
  1.3987	  6.9934	 -0.0288	  1.1578	  0.0000
  1.7613	  6.9934	 -0.3141	  1.1766	  1.0000
  2.1239	  6.9934	 -0.1805	  1.2820	  1.0000
  2.4865	  6.9934	 -0.2389	  1.3412	  1.0000
  2.8492	  6.9934	  1.0907	  0.1204	  0.0000
  3.2118	  6.9934	 -0.3779	  1.7506	  1.0000
  3.5744	  6.9934	 -0.9122	  2.1437	  1.0000
  3.9370	  6.9934	 -0.7091	  2.0173	  1.0000
  4.2996	  6.9934	 -0.8591	  1.8682	  1.0000
  4.6622	  6.9934	 -0.6155	  1.1155	  1.0000
  5.0249	  6.9934	  0.0881	  0.6675	  1.0000
  5.3875	  6.9934	  0.7985	  0.0068	  0.0000
  5.7501	  6.9934	  1.1070	 -0.4850	  1.0000
  6.1127	  6.9934	  2.2840	 -1.4107	  1.0000
  6.4753	  6.9934	  1.0488	 -0.4424	  0.0000
  6.8380	  6.9934	  2.0391	 -1.2066	  1.0000
  7.2006	  6.9934	  1.7075	 -0.6988	  1.0000
  7.5632	  6.9934	  0.5488	  0.1745	  1.0000
  7.9258	  6.9934	 -0.0963	  0.7376	  0.0000
  8.2884	  6.9934	 -0.1738	  0.9042	  0.0000
  8.6511	  6.9934	 -1.9249	  1.9760	  1.0000
  9.0137	  6.9934	 -2.5091	  2.3458	  1.0000
  0.3108	  6.6308	 -1.7438	  1.9111	  1.0000
  0.6734	  6.6308	 -3.1979	 10.1770	  0.0000
  1.0361	  6.6308	 -0.2031	  1.0754	  0.0000
  1.3987	  6.6308	 -0.8167	  1.4619	  1.0000
  1.7613	  6.6308	  0.2107	  1.3847	  0.0000
  2.1239	  6.6308	 -0.4706	  2.5155	  0.0000
  2.4865	  6.6308	 -0.0026	  1.0568	  1.0000
  2.8492	  6.6308	  0.0180	  1.3216	  1.0000
  3.2118	  6.6308	 -0.2237	  1.4817	  1.0000
  3.5744	  6.6308	  1.9245	 -0.3334	  0.0000
  3.9370	  6.6308	 -0.8198	  1.3985	  1.0000
  4.2996	  6.6308	 -0.9850	  1.3325	  1.0000
  4.6622	  6.6308	-11.4749	 13.9386	  0.0000
  5.0249	  6.6308	  7.6796	 -1.4468	  0.0000
  5.3875	  6.6308	  0.7483	 -0.0090	  0.0000
  5.7501	  6.6308	  0.5521	 -0.7133	  1.0000
  6.1127	  6.6308	  8.0682	 -1.9368	  0.0000
  6.4753	  6.6308	  1.6504	 -1.1750	  1.0000
  6.8380	  6.6308	  1.5560	 -1.0548	  1.0000
  7.2006	  6.6308	  1.2883	 -0.6174	  1.0000
  7.5632	  6.6308	  0.1402	  0.6922	  0.0000
