# x	y	u	v	mask
  0.3108	  6.9934	 -7.9425	  7.6346	  0.0000
  0.6734	  6.9934	  1.0506	  1.4136	  1.0000
  1.0361	  6.9934	  1.0669	  1.3445	  1.0000
  1.3987	  6.9934	  0.1675	  0.2792	  0.0000
  1.7613	  6.9934	  1.8585	  0.4646	  1.0000
  2.1239	  6.9934	  1.7676	  0.2113	  1.0000
  2.4865	  6.9934	 -1.0977	  0.1207	  0.0000
  2.8492	  6.9934	  6.0985	  6.7524	  0.0000
  3.2118	  6.9934	  0.9374	  0.9839	  0.0000
  3.5744	  6.9934	  0.6090	  1.6513	  0.0000
  3.9370	  6.9934	 -1.1881	 -0.1447	  1.0000
  4.2996	  6.9934	 -2.1451	  0.3353	  1.0000
  4.6622	  6.9934	 -8.7671	 -7.8726	  0.0000
  5.0249	  6.9934	 -1.7473	  0.5377	  1.0000
  5.3875	  6.9934	 -1.5867	  0.5312	  1.0000
  5.7501	  6.9934	 -1.1190	  0.1330	  1.0000
  6.1127	  6.9934	 -0.0035	  0.9739	  0.0000
  6.4753	  6.9934	  0.3778	 -0.0924	  1.0000
  6.8380	  6.9934	  0.6121	 -0.4634	  1.0000
  7.2006	  6.9934	  0.6424	 -0.3443	  1.0000
  7.5632	  6.9934	  0.4616	 -0.2542	  1.0000
  7.9258	  6.9934	 -0.4098	  0.0178	  0.0000
  8.2884	  6.9934	 -0.3627	  0.2796	  0.0000
  8.6511	  6.9934	 -0.2677	  0.0866	  1.0000
  9.0137	  6.9934	 -0.5270	  0.1938	  1.0000
  0.3108	  6.6308	  0.4635	 -0.1672	  0.0000
  0.6734	  6.6308	  0.5333	  0.5057	  1.0000
  1.0361	  6.6308	 10.8347	  8.0964	  0.0000
  1.3987	  6.6308	  0.5738	  0.4908	  1.0000
  1.7613	  6.6308	  1.6109	  0.3342	  1.0000
  2.1239	  6.6308	 -1.8865	  3.5840	  0.0000
  2.4865	  6.6308	 -0.8372	  0.7361	  0.0000
  2.8492	  6.6308	  0.7542	 -0.1315	  1.0000
  3.2118	  6.6308	 -2.8396	 -5.2795	  0.0000
  3.5744	  6.6308	 -0.4915	 -0.2703	  1.0000
  3.9370	  6.6308	 -0.9921	 -0.4505	  1.0000
  4.2996	  6.6308	 -1.5544	  0.2330	  1.0000
  4.6622	  6.6308	 -6.7447	  0.6655	  0.0000
  5.0249	  6.6308	 -4.1143	  1.3576	  0.0000
  5.3875	  6.6308	 -1.3403	  0.8402	  0.0000
  5.7501	  6.6308	 -1.0973	 -0.2731	  1.0000
  6.1127	  6.6308	  0.3651	  0.2309	  0.0000
  6.4753	  6.6308	  0.1588	  0.0132	  1.0000
  6.8380	  6.6308	  7.5734	-12.9531	  0.0000
  7.2006	  6.6308	  0.1599	 -0.4944	  1.0000
  7.5632	  6.6308	 -0.0580	  0.1690	  0.0000
  7.9258	  6.6308	 -0.2251	  0.5088	  0.0000
  8.2884	  6.6308	 -0.3735	  0.1105	  1.0000
  8.6511	  6.6308	 -0.5518	  0.1922	  1.0000
