# x	y	u	v	mask
  0.3108	  6.9934	  3.0468	 -1.2857	  1.0000
  0.6734	  6.9934	  0.6438	 -0.0191	  0.0000
  1.0361	  6.9934	  3.1893	 -0.8178	  1.0000
  1.3987	  6.9934	 13.9761	 -5.5553	  0.0000
  1.7613	  6.9934	  3.9652	  0.5554	  1.0000
  2.1239	  6.9934	  3.9094	  0.8196	  1.0000
  2.4865	  6.9934	  3.7225	  0.3306	  1.0000
  2.8492	  6.9934	 12.3476	  6.4503	  0.0000
  3.2118	  6.9934	  2.4102	 -1.2983	  1.0000
  3.5744	  6.9934	  1.2704	-11.4760	  0.0000
  3.9370	  6.9934	  0.4970	 -3.0514	  1.0000
  4.2996	  6.9934	 -0.6386	 -3.9594	  1.0000
  4.6622	  6.9934	 -1.1916	 -4.2236	  1.0000
  5.0249	  6.9934	 -1.5675	 -3.5269	  1.0000
  5.3875	  6.9934	 -1.6783	 -3.3144	  1.0000
  5.7501	  6.9934	  3.0792	 -1.0051	  0.0000
  6.1127	  6.9934	 -0.3279	 -1.1751	  0.0000
  6.4753	  6.9934	  0.9648	 -0.5497	  0.0000
  6.8380	  6.9934	  0.5760	 -1.6915	  1.0000
  7.2006	  6.9934	  1.1463	 -1.2967	  1.0000
  7.5632	  6.9934	  1.4581	 -1.4935	  1.0000
  7.9258	  6.9934	 -7.7084	 -7.7300	  0.0000
  8.2884	  6.9934	  5.0206	 -3.9558	  0.0000
  8.6511	  6.9934	  0.5477	 -1.0382	  1.0000
  9.0137	  6.9934	 -0.4959	 -0.4527	  1.0000
  0.3108	  6.6308	  2.7852	 -1.1734	  1.0000
  0.6734	  6.6308	  2.5285	 -0.0746	  1.0000
  1.0361	  6.6308	  2.3987	 -0.2862	  1.0000
  1.3987	  6.6308	  2.7864	  0.2150	  1.0000
  1.7613	  6.6308	  7.8364	  4.1067	  0.0000
  2.1239	  6.6308	  2.9031	  0.8585	  1.0000
  2.4865	  6.6308	  2.7134	  0.4783	  1.0000
  2.8492	  6.6308	  1.9995	 -0.1348	  1.0000
  3.2118	  6.6308	  1.5713	 -1.3500	  1.0000
  3.5744	  6.6308	  1.0594	 -1.7277	  1.0000
  3.9370	  6.6308	 -1.9868	 -4.1296	  0.0000
  4.2996	  6.6308	 -1.1395	 -7.5648	  0.0000
  4.6622	  6.6308	 -1.5404	 -3.7934	  1.0000
  5.0249	  6.6308	 -7.7034	 -7.6226	  0.0000
  5.3875	  6.6308	 -1.7927	 -3.1830	  1.0000
  5.7501	  6.6308	 -1.6050	 -2.9334	  1.0000
  6.1127	  6.6308	 -0.9362	 -2.2833	  1.0000
  6.4753	  6.6308	 -0.0269	-11.8602	  0.0000
  6.8380	  6.6308	  0.2343	 -1.6902	  1.0000
  7.2006	  6.6308	  1.1157	 -1.0814	  1.0000
  7.5632	  6.6308	 12.7436	 -7.6392	  0.0000
  7.9258	  6.6308	  0.8629	 -0.3327	  1.0000
  8.2884	  6.6308	  1.0369	  0.0182	  1.0000
  8.6511	  6.6308	  0.0617	 -0.4331	  0.0000
  9.0137	  6.6308	 -0.0677	  0.4475	  1.0000
  0.3108	  6.2681	  2.0477	 -0.7201	  1.0000
  0.6734	  6.2681	  5.1906	 -7.7165	  0.0000
  1.0361	  6.2681	  2.0509	 -0.3399	  1.0000
  1.3987	  6.2681	  1.2277	  7.7322	  0.0000
  1.7613	  6.2681	  2.5772	  0.4709	  1.0000
  2.1239	  6.2681	 -1.3293	 -3.6259	  0.0000
  2.4865	  6.2681	  2.7337	  0.3124	  1.0000
  2.8492	  6.2681	  7.8417	  7.6979	  0.0000
  3.2118	  6.2681	  1.5387	 -1.0967	  1.0000
  3.5744	  6.2681	 -1.4765	 -4.3836	  0.0000
  3.9370	  6.2681	  7.5226	 -7.7351	  0.0000
  4.2996	  6.2681	 -1.0760	 -2.7241	  1.0000
  4.6622	  6.2681	 -1.5191	 -2.8663	  1.0000
  5.0249	  6.2681	 -1.0305	 -7.6645	  0.0000
  5.3875	  6.2681	 -2.2750	 -2.9494	  1.0000
  5.7501	  6.2681	 -5.7150	 -6.7454	  0.0000
  6.1127	  6.2681	 -1.2400	 -2.4091	  1.0000
  6.4753	  6.2681	  4.2090	  4.4137	  0.0000
  6.8380	  6.2681	 -0.0043	 -1.9841	  1.0000
  7.2006	  6.2681	  0.8488	 -1.3968	  1.0000
  7.5632	  6.2681	  1.2935	 -1.2382	  1.0000
  7.9258	  6.2681	  0.9582	 -0.4122	  1.0000
  8.2884	  6.2681	  1.1942	 -0.0767	  1.0000
  8.6511	  6.2681	  0.9478	 -0.1380	  1.0000
  9.0137	  6.2681	  0.3622	  0.3476	  1.0000
  0.3108	  5.9055	  1.9822	 -0.3781	  1.0000
  0.6734	  5.9055	  0.5872	 -7.5647	  0.0000
  1.0361	  5.9055	  1.9529	 -0.1776	  1.0000
  1.3987	  5.9055	  2.2878	  0.1695	  1.0000
  1.7613	  5.9055	  2.4386	  0.4779	  1.0000
  2.1239	  5.9055	  0.5007	 -7.6082	  0.0000
  2.4865	  5.9055	 11.6696	 12.9213	  0.0000
  2.8492	  5.9055	  1.9376	 -0.2588	  1.0000
  3.2118	  5.9055	  1.3885	 -1.0033	  1.0000
  3.5744	  5.9055	  1.0371	 -0.9000	  1.0000
  3.9370	  5.9055	  0.1711	 -1.5341	  1.0000
  4.2996	  5.9055	 -0.8309	 -2.0673	  1.0000
  4.6622	  5.9055	 -2.6547	 -3.5292	  0.0000
  5.0249	  5.9055	 -2.5277	 -2.5084	  0.0000
  5.3875	  5.9055	 -2.0838	 -2.5504	  1.0000
  5.7501	  5.9055	 -3.6066	 -3.8172	  0.0000
  6.1127	  5.9055	 -5.3024	  7.6230	  0.0000
  6.4753	  5.9055	 -0.8947	 -2.4224	  1.0000
  6.8380	  5.9055	 -0.2940	 -2.2418	  1.0000
  7.2006	  5.9055	  7.7504	  7.9011	  0.0000
  7.5632	  5.9055	  1.0284	 -1.4264	  1.0000
  7.9258	  5.9055	  0.8719	 -0.5595	  1.0000
  8.2884	  5.9055	  0.3768	 -0.8238	  0.0000
  8.6511	  5.9055	 -0.3218	 -0.7839	  0.0000
  9.0137	  5.9055	 -9.3500	  6.1736	  0.0000
  0.3108	  5.5429	  1.6311	 -0.5286	  1.0000
  0.6734	  5.5429	  1.9597	 -0.3920	  1.0000
  1.0361	  5.5429	  1.7191	 -0.5930	  1.0000
  1.3987	  5.5429	  2.0224	 -0.2023	  1.0000
  1.7613	  5.5429	-10.8211	 15.0563	  0.0000
  2.1239	  5.5429	 -0.7187	 -1.1174	  0.0000
  2.4865	  5.5429	  1.8865	  0.0821	  1.0000
  2.8492	  5.5429	  1.3990	 -0.7437	  1.0000
  3.2118	  5.5429	 -3.6280	 -4.5218	  0.0000
  3.5744	  5.5429	  0.5343	 -0.8746	  1.0000
  3.9370	  5.5429	 -9.8600	 -1.6476	  0.0000
  4.2996	  5.5429	 -2.0410	 -2.0743	  0.0000
  4.6622	  5.5429	 -1.3416	 -2.0589	  1.0000
  5.0249	  5.5429	 -2.1075	 -2.3042	  1.0000
  5.3875	  5.5429	 -2.1778	 -2.4123	  1.0000
  5.7501	  5.5429	 -2.2792	 -2.5280	  1.0000
  6.1127	  5.5429	 -1.8748	 -2.6213	  1.0000
  6.4753	  5.5429	 -1.3627	 -2.5462	  1.0000
  6.8380	  5.5429	 -0.5295	 -2.2359	  1.0000
  7.2006	  5.5429	  0.4637	 -1.4976	  1.0000
  7.5632	  5.5429	 -0.6658	  2.3037	  0.0000
  7.9258	  5.5429	  1.1367	 -0.2985	  1.0000
  8.2884	  5.5429	 12.1856	  7.6751	  0.0000
  8.6511	  5.5429	  1.6195	  0.3468	  1.0000
  9.0137	  5.5429	 -7.6305	  7.2611	  0.0000
  0.3108	  5.1803	  1.4510	 -0.9092	  1.0000
  0.6734	  5.1803	  0.0944	  0.0652	  0.0000
  1.0361	  5.1803	 -7.6917	  7.8436	  0.0000
  1.3987	  5.1803	 -0.0453	 -0.3051	  0.0000
  1.7613	  5.1803	  7.5545	-10.2124	  0.0000
  2.1239	  5.1803	  1.4068	 -0.3803	  1.0000
  2.4865	  5.1803	  1.6489	 -0.4104	  1.0000
  2.8492	  5.1803	 -3.2624	 -4.5433	  0.0000
  3.2118	  5.1803	  1.0307	 -0.9314	  1.0000
  3.5744	  5.1803	 11.8479	 12.3511	  0.0000
  3.9370	  5.1803	  0.3108	 -0.9409	  1.0000
  4.2996	  5.1803	 -3.2254	 -4.9055	  0.0000
  4.6622	  5.1803	-11.7861	  9.9087	  0.0000
  5.0249	  5.1803	 -1.9506	 -1.5822	  1.0000
  5.3875	  5.1803	 -2.1704	 -1.6137	  1.0000
  5.7501	  5.1803	 -2.5957	 -2.0739	  1.0000
  6.1127	  5.1803	 -4.7725	 -7.0418	  0.0000
  6.4753	  5.1803	 -5.7775	 -6.2621	  0.0000
  6.8380	  5.1803	 -0.9341	 -2.1008	  1.0000
  7.2006	  5.1803	  0.2305	 -1.5734	  1.0000
  7.5632	  5.1803	  1.0301	 -1.2421	  1.0000
  7.9258	  5.1803	  5.2350	 -4.0728	  0.0000
  8.2884	  5.1803	  1.7940	  0.0026	  1.0000
  8.6511	  5.1803	  1.8592	  0.1215	  1.0000
  9.0137	  5.1803	  1.9477	  0.4506	  1.0000
  0.3108	  4.8177	  1.4384	 -0.4315	  1.0000
  0.6734	  4.8177	 -0.0641	  0.0059	  0.0000
  1.0361	  4.8177	  1.5951	 -0.9517	  1.0000
  1.3987	  4.8177	  3.6608	  7.6815	  0.0000
  1.7613	  4.8177	  1.4886	 -0.9575	  1.0000
  2.1239	  4.8177	  1.2576	 -1.0533	  1.0000
