# x	y	u	v	mask
  0.3108	  6.9934	 -1.6992	 -1.9261	  1.0000
  0.6734	  6.9934	 -0.9447	 -1.5364	  1.0000
  1.0361	  6.9934	 -2.1646	 -7.7732	  0.0000
  1.3987	  6.9934	 -0.5916	 -1.6800	  1.0000
  1.7613	  6.9934	 -0.2463	 -1.8892	  1.0000
  2.1239	  6.9934	  0.0587	 -2.0991	  1.0000
  2.4865	  6.9934	  0.1630	 -2.2199	  1.0000
  2.8492	  6.9934	  0.1598	 -0.8821	  0.0000
  3.2118	  6.9934	 -0.9767	 -0.4634	  0.0000
  3.5744	  6.9934	 -0.7493	 -2.0321	  1.0000
  3.9370	  6.9934	 -3.6453	-11.9307	  0.0000
  4.2996	  6.9934	 -8.7180	 -8.0144	  0.0000
  4.6622	  6.9934	 -1.4277	 -1.0845	  1.0000
  5.0249	  6.9934	  0.3465	  0.2256	  0.0000
  5.3875	  6.9934	 -1.6901	 -0.8602	  1.0000
  5.7501	  6.9934	 -0.9342	 -0.7772	  1.0000
  6.1127	  6.9934	 -0.5050	 -1.3758	  1.0000
  6.4753	  6.9934	 -0.9352	 -1.2195	  1.0000
  6.8380	  6.9934	 -0.7691	 -1.1934	  1.0000
  7.2006	  6.9934	 -0.9356	 -1.2764	  1.0000
  7.5632	  6.9934	-14.1511	  3.9013	  0.0000
  7.9258	  6.9934	  0.5054	  0.3737	  0.0000
  8.2884	  6.9934	 -1.7539	 -1.1610	  1.0000
  8.6511	  6.9934	 -2.3753	 -0.9182	  1.0000
  9.0137	  6.9934	 -2.1316	 -1.3476	  1.0000
  0.3108	  6.6308	 -0.4634	 -1.6576	  0.0000
  0.6734	  6.6308	 -1.2662	 -1.1136	  1.0000
  1.0361	  6.6308	  0.4759	  0.4162	  0.0000
  1.3987	  6.6308	 -0.8441	 -1.3589	  1.0000
  1.7613	  6.6308	  7.8851	  5.1758	  0.0000
  2.1239	  6.6308	 -0.1194	 -1.7741	  1.0000
  2.4865	  6.6308	  0.0646	 -1.9257	  1.0000
  2.8492	  6.6308	  0.0979	 -1.1968	  0.0000
  3.2118	  6.6308	  6.1100	 -4.3083	  0.0000
  3.5744	  6.6308	  0.1504	 -1.3668	  0.0000
  3.9370	  6.6308	 -0.6786	 -1.6091	  1.0000
  4.2996	  6.6308	 -9.0800	  5.7463	  0.0000
  4.6622	  6.6308	 -1.6859	 -0.3867	  0.0000
  5.0249	  6.6308	  0.1590	  0.0115	  0.0000
  5.3875	  6.6308	 -1.4222	 -0.8794	  1.0000
  5.7501	  6.6308	 -0.8096	 -0.8359	  1.0000
  6.1127	  6.6308	 -5.7427	-14.3954	  0.0000
  6.4753	  6.6308	 -0.9666	 -0.9791	  1.0000
  6.8380	  6.6308	 -0.7993	 -0.9369	  1.0000
  7.2006	  6.6308	 -0.9103	 -0.9790	  1.0000
  7.5632	  6.6308	  0.4622	  0.1133	  0.0000
  7.9258	  6.6308	 -1.3002	 -0.7389	  1.0000
  8.2884	  6.6308	 -1.6235	 -0.7488	  1.0000
  8.6511	  6.6308	 -2.1864	 -0.4526	  1.0000
  9.0137	  6.6308	 -7.6096	 -7.7098	  0.0000
  0.3108	  6.2681	 -1.6623	 -0.5946	  1.0000
  0.6734	  6.2681	 -1.1270	 -0.4519	  1.0000
  1.0361	  6.2681	 -0.8987	 -0.6248	  1.0000
  1.3987	  6.2681	 -0.7817	 -0.7895	  1.0000
  1.7613	  6.2681	 -0.3995	 -0.9817	  1.0000
  2.1239	  6.2681	  0.9420	 -2.0079	  0.0000
  2.4865	  6.2681	 -0.1435	 -1.7618	  0.0000
  2.8492	  6.2681	  0.2292	 -1.4961	  0.0000
  3.2118	  6.2681	 -0.3599	 -2.2556	  1.0000
  3.5744	  6.2681	 -0.5160	 -0.5582	  0.0000
  3.9370	  6.2681	 -0.6540	 -1.7163	  1.0000
  4.2996	  6.2681	 -0.7437	 -1.2730	  1.0000
  4.6622	  6.2681	 -2.1638	  9.7183	  0.0000
  5.0249	  6.2681	  0.2100	  0.0124	  0.0000
  5.3875	  6.2681	 -1.2478	 -0.7568	  1.0000
  5.7501	  6.2681	 -1.4228	  1.5962	  0.0000
  6.1127	  6.2681	 -6.1834	  7.6129	  0.0000
  6.4753	  6.2681	  7.7298	  7.7025	  0.0000
  6.8380	  6.2681	  0.2833	  0.2662	  0.0000
  7.2006	  6.2681	 -0.6224	 -1.3058	  1.0000
  7.5632	  6.2681	 -0.6117	 -0.9947	  1.0000
  7.9258	  6.2681	 -0.9958	 -1.1963	  1.0000
  8.2884	  6.2681	 -1.3954	 -0.9259	  1.0000
  8.6511	  6.2681	 -1.8888	 -0.7138	  1.0000
  9.0137	  6.2681	 -1.4557	 -1.3361	  1.0000
  0.3108	  5.9055	 -1.6035	 -0.3178	  1.0000
  0.6734	  5.9055	 -1.4532	 -0.4510	  1.0000
  1.0361	  5.9055	 -1.1852	 -0.5691	  1.0000
  1.3987	  5.9055	-13.1614	 -7.3809	  0.0000
