# x	y	u	v	mask
  0.3108	  6.9934	  2.9300	  2.8663	  1.0000
  0.6734	  6.9934	  1.5309	  2.5609	  0.0000
  1.0361	  6.9934	  1.7142	  2.1318	  1.0000
  1.3987	  6.9934	  0.7763	  0.2665	  0.0000
  1.7613	  6.9934	  1.4490	  0.9511	  1.0000
  2.1239	  6.9934	  1.2367	 -0.0217	  1.0000
  2.4865	  6.9934	  0.8874	 -0.7543	  1.0000
  2.8492	  6.9934	  4.5289	 -7.7734	  0.0000
  3.2118	  6.9934	 10.7648	 -0.4835	  0.0000
  3.5744	  6.9934	 -1.7248	 -3.6163	  1.0000
  3.9370	  6.9934	 -3.0788	 -3.6759	  1.0000
  4.2996	  6.9934	 -3.3096	 -3.6901	  1.0000
  4.6622	  6.9934	  1.9417	 -1.8914	  0.0000
  5.0249	  6.9934	 -3.4944	 -2.7447	  1.0000
  5.3875	  6.9934	 -2.9812	 -2.2095	  1.0000
  5.7501	  6.9934	 -1.9786	 -1.2985	  1.0000
  6.1127	  6.9934	 14.3851	 10.1854	  0.0000
  6.4753	  6.9934	  0.6304	 -0.5257	  0.0000
  6.8380	  6.9934	  0.1638	 -1.0349	  1.0000
  7.2006	  6.9934	 -0.0007	 -2.2547	  1.0000
  7.5632	  6.9934	 -0.4381	 -2.4083	  1.0000
  7.9258	  6.9934	  0.5661	 -0.6048	  0.0000
  8.2884	  6.9934	  0.4280	 -0.6834	  0.0000
  8.6511	  6.9934	 -2.0880	 -3.3970	  1.0000
  9.0137	  6.9934	 -2.6595	 -3.8268	  1.0000
  0.3108	  6.6308	  3.2016	  2.8871	  1.0000
  0.6734	  6.6308	  9.2757	 11.3656	  0.0000
  1.0361	  6.6308	  0.0061	 -1.7173	  0.0000
  1.3987	  6.6308	 13.1401	  8.3951	  0.0000
  1.7613	  6.6308	-11.1139	  7.5808	  0.0000
  2.1239	  6.6308	 -0.1395	 -3.7118	  0.0000
  2.4865	  6.6308	  0.6767	 -0.1055	  1.0000
  2.8492	  6.6308	 -0.0112	 -2.7140	  0.0000
  3.2118	  6.6308	 -1.0513	 -2.5857	  1.0000
