# x	y	u	v	mask
  0.3108	  6.9934	  0.5590	 -5.4828	  1.0000
  0.6734	  6.9934	  0.7431	 -4.8801	  1.0000
  1.0361	  6.9934	 -2.1059	-12.3943	  0.0000
  1.3987	  6.9934	  7.7000	 -7.7859	  0.0000
  1.7613	  6.9934	  1.8453	 -2.2386	  1.0000
  2.1239	  6.9934	 -0.3256	 -0.6098	  0.0000
  2.4865	  6.9934	  2.3222	 -0.4538	  1.0000
  2.8492	  6.9934	 12.1334	  6.9333	  0.0000
  3.2118	  6.9934	 -1.1907	  2.6450	  0.0000
  3.5744	  6.9934	  1.7869	 -0.7882	  1.0000
  3.9370	  6.9934	  0.4399	  1.5407	  0.0000
  4.2996	  6.9934	  0.7759	 -2.0316	  1.0000
  4.6622	  6.9934	 -1.0351	  0.0841	  0.0000
  5.0249	  6.9934	 -0.4178	 -2.3593	  1.0000
  5.3875	  6.9934	 -0.8527	 -1.9093	  1.0000
  5.7501	  6.9934	 -0.6957	 -1.3596	  1.0000
  6.1127	  6.9934	 -0.1557	 -0.7404	  0.0000
  6.4753	  6.9934	 -0.1712	 -5.9252	  0.0000
  6.8380	  6.9934	 -0.5470	 -0.0714	  0.0000
  7.2006	  6.9934	  0.3226	 -0.0420	  1.0000
  7.5632	  6.9934	  0.6707	  0.1712	  1.0000
  7.9258	  6.9934	  1.0576	  0.0237	  1.0000
  8.2884	  6.9934	  5.0889	 -3.4261	  0.0000
  8.6511	  6.9934	  0.9559	 -0.4841	  1.0000
  9.0137	  6.9934	  1.2382	 -0.5525	  1.0000
  0.3108	  6.6308	  0.4226	 -4.5949	  1.0000
  0.6734	  6.6308	 -7.9003	-13.6638	  0.0000
  1.0361	  6.6308	  0.6315	  0.2147	  0.0000
  1.3987	  6.6308	  3.7614	  0.9138	  0.0000
  1.7613	  6.6308	  1.6510	 -1.6748	  1.0000
  2.1239	  6.6308	  2.1710	 -0.5447	  1.0000
