# x	y	u	v	mask
  0.3108	  6.9934	  0.8061	 -2.1878	  1.0000
  0.6734	  6.9934	  0.2128	 -0.2126	  0.0000
  1.0361	  6.9934	-10.9532	-11.1296	  0.0000
  1.3987	  6.9934	  7.1172	 -7.5731	  0.0000
  1.7613	  6.9934	  1.6445	 -1.2206	  1.0000
  2.1239	  6.9934	  2.2653	 -0.2146	  1.0000
  2.4865	  6.9934	  0.6130	  0.4355	  0.0000
  2.8492	  6.9934	  2.6632	  0.6552	  1.0000
  3.2118	  6.9934	  2.7825	  1.1945	  1.0000
  3.5744	  6.9934	  2.8745	  0.8611	  1.0000
  3.9370	  6.9934	  1.0864	  1.0114	  0.0000
  4.2996	  6.9934	 12.2536	  3.9876	  0.0000
  4.6622	  6.9934	  2.4962	  0.2894	  1.0000
  5.0249	  6.9934	  2.2486	  0.0824	  1.0000
  5.3875	  6.9934	  2.1453	 -0.2555	  1.0000
  5.7501	  6.9934	  2.5134	 -0.4319	  1.0000
  6.1127	  6.9934	  1.9509	 -0.8301	  1.0000
  6.4753	  6.9934	  2.3111	 -7.5641	  0.0000
  6.8380	  6.9934	 11.2305	 -6.9313	  0.0000
  7.2006	  6.9934	-13.5555	 -7.7468	  0.0000
  7.5632	  6.9934	 -0.0268	 -2.3054	  1.0000
  7.9258	  6.9934	 -0.6481	 -2.9122	  1.0000
  8.2884	  6.9934	 -1.8792	 -3.3525	  1.0000
  8.6511	  6.9934	 -6.7691	 -7.7363	  0.0000
  9.0137	  6.9934	 -1.8534	 -3.8013	  1.0000
  0.3108	  6.6308	  0.0250	 -1.5843	  1.0000
  0.6734	  6.6308	  0.6370	 -1.6436	  1.0000
  1.0361	  6.6308	  3.9504	 -0.9341	  0.0000
  1.3987	  6.6308	  0.9894	 -0.6177	  1.0000
  1.7613	  6.6308	  1.6406	 -0.4260	  1.0000
  2.1239	  6.6308	  2.1929	  0.4232	  1.0000
  2.4865	  6.6308	  2.6112	  0.6581	  1.0000
  2.8492	  6.6308	  2.6632	  0.8189	  1.0000
  3.2118	  6.6308	  2.6067	  1.2261	  1.0000
  3.5744	  6.6308	  2.6253	  0.8346	  1.0000
  3.9370	  6.6308	  2.0050	  0.7749	  1.0000
  4.2996	  6.6308	  1.5994	  0.4157	  1.0000
  4.6622	  6.6308	  1.0893	  0.3040	  1.0000
  5.0249	  6.6308	  0.7339	  0.1998	  1.0000
  5.3875	  6.6308	  0.6417	 -0.1378	  1.0000
  5.7501	  6.6308	  1.0179	 -0.2972	  1.0000
  6.1127	  6.6308	  0.0022	  0.1739	  0.0000
  6.4753	  6.6308	 11.3719	 13.7031	  0.0000
  6.8380	  6.6308	  1.3047	  0.0083	  0.0000
  7.2006	  6.6308	  0.7261	 -0.7901	  1.0000
  7.5632	  6.6308	 -6.4192	 -7.8378	  0.0000
  7.9258	  6.6308	 -0.3731	 -1.6308	  1.0000
  8.2884	  6.6308	  7.4850	 -6.4581	  0.0000
  8.6511	  6.6308	  0.1254	  0.1806	  0.0000
  9.0137	  6.6308	 -1.0052	 -2.8364	  1.0000
  0.3108	  6.2681	 -0.1873	 -0.5079	  1.0000
  0.6734	  6.2681	 -7.2438	 -8.8602	  0.0000
  1.0361	  6.2681	 -3.6799	  7.7354	  0.0000
  1.3987	  6.2681	  8.7345	 10.4062	  0.0000
  1.7613	  6.2681	  1.4235	  0.6296	  1.0000
  2.1239	  6.2681	  2.0715	  1.2600	  1.0000
  2.4865	  6.2681	  2.6820	  1.3244	  1.0000
  2.8492	  6.2681	  2.7568	  1.5374	  1.0000
  3.2118	  6.2681	  2.5441	  1.7085	  1.0000
  3.5744	  6.2681	  2.4732	  1.3357	  1.0000
  3.9370	  6.2681	 12.0109	 11.6848	  0.0000
  4.2996	  6.2681	  1.7660	  0.7047	  1.0000
  4.6622	  6.2681	  1.0190	  0.4197	  1.0000
  5.0249	  6.2681	  2.0533	 -2.4599	  0.0000
  5.3875	  6.2681	  0.2738	 -6.9979	  0.0000
  5.7501	  6.2681	  0.7184	 -0.2305	  1.0000
  6.1127	  6.2681	  4.9696	 -4.6007	  0.0000
  6.4753	  6.2681	  0.3258	 -0.3674	  1.0000
  6.8380	  6.2681	  7.1973	  6.9652	  0.0000
  7.2006	  6.2681	  0.8131	 -0.1723	  0.0000
  7.5632	  6.2681	  0.9715	  0.0179	  0.0000
  7.9258	  6.2681	 -2.9738	 -7.5671	  0.0000
  8.2884	  6.2681	 -7.8713	 -7.8613	  0.0000
  8.6511	  6.2681	 -7.6646	 -8.6842	  0.0000
  9.0137	  6.2681	 -0.3776	 -2.0014	  1.0000
  0.3108	  5.9055	 -0.2804	  0.2466	  1.0000
  0.6734	  5.9055	  1.0642	 -7.6141	  0.0000
  1.0361	  5.9055	 11.7850	 -7.9667	  0.0000
  1.3987	  5.9055	  1.3293	  0.4109	  1.0000
  1.7613	  5.9055	 10.5740	 -7.7525	  0.0000
  2.1239	  5.9055	 -3.1128	 11.3522	  0.0000
  2.4865	  5.9055	  3.1069	  1.1819	  1.0000
  2.8492	  5.9055	 -2.3574	-10.6878	  0.0000
  3.2118	  5.9055	  2.8468	  1.5860	  1.0000
  3.5744	  5.9055	  2.9370	 -3.1573	  0.0000
  3.9370	  5.9055	  1.8846	  1.2635	  1.0000
  4.2996	  5.9055	  1.7370	  0.7258	  1.0000
  4.6622	  5.9055	  0.9787	  0.4283	  1.0000
  5.0249	  5.9055	  0.4484	  0.3196	  1.0000
  5.3875	  5.9055	  1.0573	  0.0374	  0.0000
  5.7501	  5.9055	  0.2526	 -0.2185	  1.0000
  6.1127	  5.9055	 -0.5128	 -0.4953	  1.0000
  6.4753	  5.9055	 -0.2620	 -0.6438	  1.0000
  6.8380	  5.9055	  7.2208	 -1.1252	  0.0000
  7.2006	  5.9055	  0.0770	 -0.9842	  1.0000
  7.5632	  5.9055	  0.7501	  0.4027	  0.0000
  7.9258	  5.9055	  0.8835	 -0.0595	  0.0000
  8.2884	  5.9055	  0.6300	  0.0306	  0.0000
  8.6511	  5.9055	 -5.6820	 -2.2593	  0.0000
  9.0137	  5.9055	  0.1119	 -1.8356	  1.0000
  0.3108	  5.5429	-11.0892	 -7.9478	  0.0000
  0.6734	  5.5429	  0.6775	  0.6619	  1.0000
  1.0361	  5.5429	  1.0828	  0.9923	  1.0000
  1.3987	  5.5429	 -3.2381	  9.1679	  0.0000
  1.7613	  5.5429	  2.1827	  1.4370	  1.0000
  2.1239	  5.5429	  2.7745	  2.1739	  1.0000
  2.4865	  5.5429	  3.0081	  1.5895	  1.0000
  2.8492	  5.5429	  3.1380	  1.5015	  1.0000
  3.2118	  5.5429	  2.5500	  1.8209	  1.0000
  3.5744	  5.5429	  3.6037	 -2.1005	  0.0000
  3.9370	  5.5429	  1.0120	  1.4896	  1.0000
  4.2996	  5.5429	 -3.2000	  0.9972	  0.0000
  4.6622	  5.5429	  1.0818	 -1.3138	  0.0000
  5.0249	  5.5429	-14.4685	  4.9213	  0.0000
  5.3875	  5.5429	 -8.3412	-11.4422	  0.0000
  5.7501	  5.5429	-10.1176	  9.4566	  0.0000
  6.1127	  5.5429	 -1.2394	 -0.0276	  1.0000
  6.4753	  5.5429	 -0.6056	 -0.2557	  1.0000
  6.8380	  5.5429	 -0.4039	  0.0640	  1.0000
  7.2006	  5.5429	-11.9142	 12.0841	  0.0000
  7.5632	  5.5429	  7.7936	  7.9310	  0.0000
  7.9258	  5.5429	  6.7284	  5.4695	  0.0000
  8.2884	  5.5429	  0.3482	 -0.5931	  1.0000
  8.6511	  5.5429	  1.2112	 -0.5813	  1.0000
  9.0137	  5.5429	  1.1009	 -0.0627	  0.0000
  0.3108	  5.1803	 -0.3691	  1.6138	  1.0000
  0.6734	  5.1803	  4.2022	 10.7789	  0.0000
  1.0361	  5.1803	 -7.7478	  7.9608	  0.0000
  1.3987	  5.1803	 -0.0531	 -0.7487	  0.0000
  1.7613	  5.1803	  7.9466	  7.8185	  0.0000
  2.1239	  5.1803	  2.9895	  2.3408	  1.0000
  2.4865	  5.1803	  3.2663	  1.7031	  1.0000
  2.8492	  5.1803	 -8.6473	 11.4411	  0.0000
  3.2118	  5.1803	 12.0840	  7.5325	  0.0000
  3.5744	  5.1803	  2.5383	  1.9080	  1.0000
  3.9370	  5.1803	  1.4381	  1.9078	  1.0000
  4.2996	  5.1803	  1.0923	  1.1200	  1.0000
  4.6622	  5.1803	  0.0580	  0.8422	  1.0000
  5.0249	  5.1803	 -0.1155	  0.7822	  1.0000
  5.3875	  5.1803	  1.1923	  0.0988	  0.0000
