# x	y	u	v	mask
  0.3108	  6.9934	 -1.3458	 -3.6730	  1.0000
  0.6734	  6.9934	  0.2332	  0.0324	  0.0000
  1.0361	  6.9934	 -0.7792	 -2.9688	  1.0000
  1.3987	  6.9934	 -0.5842	 -2.4946	  1.0000
  1.7613	  6.9934	  0.2968	 -1.5273	  1.0000
  2.1239	  6.9934	  0.2877	 -0.8484	  1.0000
  2.4865	  6.9934	  1.1402	  0.0199	  1.0000
  2.8492	  6.9934	 12.9345	  7.2088	  0.0000
  3.2118	  6.9934	 -7.5971	 -0.1025	  0.0000
  3.5744	  6.9934	  2.1172	  0.6314	  1.0000
  3.9370	  6.9934	  2.3139	  0.8759	  1.0000
  4.2996	  6.9934	 -2.1828	 -0.7374	  0.0000
  4.6622	  6.9934	  1.2095	 -0.8219	  1.0000
  5.0249	  6.9934	  0.4203	 -1.4631	  1.0000
  5.3875	  6.9934	 -2.3524	 -7.9633	  0.0000
  5.7501	  6.9934	  3.5956	 -0.8954	  0.0000
  6.1127	  6.9934	 -0.0674	 -1.0836	  0.0000
  6.4753	  6.9934	 -0.9945	 -1.0672	  0.0000
  6.8380	  6.9934	  0.9509	 -0.2699	  1.0000
  7.2006	  6.9934	  1.0985	 -0.0457	  1.0000
  7.5632	  6.9934	  1.2282	  0.3934	  1.0000
  7.9258	  6.9934	 -7.6685	 -7.7496	  0.0000
  8.2884	  6.9934	  4.5611	 -3.9838	  0.0000
  8.6511	  6.9934	 -3.2425	 -3.9034	  0.0000
  9.0137	  6.9934	 -0.3131	 -0.9399	  1.0000
  0.3108	  6.6308	 -0.9741	 -3.3167	  1.0000
  0.6734	  6.6308	 -0.9903	 -3.0335	  1.0000
  1.0361	  6.6308	 -0.7847	 -2.8540	  1.0000
  1.3987	  6.6308	 -1.3098	 -0.1245	  0.0000
  1.7613	  6.6308	 -0.8911	  0.4943	  0.0000
  2.1239	  6.6308	 -0.1975	 -0.7234	  1.0000
  2.4865	  6.6308	  0.4393	  0.0644	  1.0000
  2.8492	  6.6308	  1.3599	  1.0012	  1.0000
  3.2118	  6.6308	  1.7963	  0.9343	  1.0000
  3.5744	  6.6308	  1.8170	  0.9049	  1.0000
  3.9370	  6.6308	  2.2402	  0.8813	  1.0000
  4.2996	  6.6308	  6.1945	 -7.6384	  0.0000
  4.6622	  6.6308	 -1.8238	 -7.6077	  0.0000
  5.0249	  6.6308	 10.9368	 11.4622	  0.0000
  5.3875	  6.6308	  0.1473	 -1.5416	  1.0000
  5.7501	  6.6308	  0.1368	 -1.3671	  1.0000
  6.1127	  6.6308	 -8.5875	-12.4643	  0.0000
  6.4753	  6.6308	  0.3682	 -0.7448	  1.0000
  6.8380	  6.6308	  0.4194	 -0.9134	  0.0000
  7.2006	  6.6308	  1.1644	  0.2418	  1.0000
  7.5632	  6.6308	  1.2118	  0.8309	  1.0000
  7.9258	  6.6308	  0.9278	  0.4186	  1.0000
  8.2884	  6.6308	  0.7614	  0.6796	  1.0000
  8.6511	  6.6308	 -0.4547	 -0.3604	  0.0000
  9.0137	  6.6308	  0.2533	  0.0551	  1.0000
  0.3108	  6.2681	 -0.7838	 -3.0000	  1.0000
  0.6734	  6.2681	 -0.4107	 -2.8047	  1.0000
  1.0361	  6.2681	 -0.3578	 -2.6242	  1.0000
  1.3987	  6.2681	 -0.4931	 -2.0419	  1.0000
  1.7613	  6.2681	 -0.0513	 -1.1018	  1.0000
  2.1239	  6.2681	 -1.2904	  0.8869	  0.0000
  2.4865	  6.2681	  0.2264	  0.2706	  1.0000
  2.8492	  6.2681	  0.9607	  1.0958	  1.0000
  3.2118	  6.2681	  0.9709	  1.0997	  1.0000
  3.5744	  6.2681	  7.4359	 -1.5385	  0.0000
  3.9370	  6.2681	  7.9035	 14.9613	  0.0000
  4.2996	  6.2681	  7.7831	 -2.6710	  0.0000
  4.6622	  6.2681	  0.8396	 -0.2969	  1.0000
  5.0249	  6.2681	 -2.3794	  0.1418	  0.0000
  5.3875	  6.2681	 -7.7525	 -7.4155	  0.0000
  5.7501	  6.2681	  0.0678	 -1.1452	  1.0000
  6.1127	  6.2681	  0.3686	 -0.6642	  1.0000
  6.4753	  6.2681	  5.8026	  4.8103	  0.0000
  6.8380	  6.2681	  0.6232	 -0.0292	  1.0000
  7.2006	  6.2681	  1.0080	  0.3551	  1.0000
  7.5632	  6.2681	 -0.5391	 -0.3683	  0.0000
  7.9258	  6.2681	  0.8530	  0.4275	  1.0000
  8.2884	  6.2681	 -0.4218	 -0.1500	  0.0000
  8.6511	  6.2681	  0.2337	  0.6271	  1.0000
  9.0137	  6.2681	  0.3561	 -0.2038	  1.0000
  0.3108	  5.9055	 -0.3697	 -2.4498	  1.0000
  0.6734	  5.9055	  0.4932	 -7.5573	  0.0000
  1.0361	  5.9055	 -8.1775	-11.6012	  0.0000
  1.3987	  5.9055	 -0.1391	 -1.8078	  1.0000
  1.7613	  5.9055	  0.1290	 -0.9115	  1.0000
  2.1239	  5.9055	  5.8713	 -7.6362	  0.0000
  2.4865	  5.9055	  0.1352	  0.3946	  1.0000
  2.8492	  5.9055	  0.6041	  0.9826	  1.0000
  3.2118	  5.9055	  0.4059	  1.1774	  1.0000
  3.5744	  5.9055	  0.4111	  1.3547	  1.0000
  3.9370	  5.9055	  0.6719	  1.4575	  1.0000
  4.2996	  5.9055	 -2.1281	 -1.0406	  0.0000
  4.6622	  5.9055	  0.0947	 -0.1143	  1.0000
  5.0249	  5.9055	 -0.3336	 -0.6183	  1.0000
  5.3875	  5.9055	 -6.0301	 -5.3684	  0.0000
  5.7501	  5.9055	 -3.6156	 -2.7572	  0.0000
  6.1127	  5.9055	 -0.4428	 -0.6582	  1.0000
  6.4753	  5.9055	  7.3320	  7.7003	  0.0000
  6.8380	  5.9055	  7.3651	 -4.7668	  0.0000
  7.2006	  5.9055	  7.6812	  8.0507	  0.0000
  7.5632	  5.9055	  1.4259	  7.7057	  0.0000
  7.9258	  5.9055	  0.3495	  0.4392	  1.0000
  8.2884	  5.9055	  0.0773	  0.7522	  1.0000
  8.6511	  5.9055	 -0.9782	 -0.5455	  0.0000
  9.0137	  5.9055	  0.1573	 -0.3486	  1.0000
  0.3108	  5.5429	 -0.1822	 -2.1307	  1.0000
  0.6734	  5.5429	  0.4486	 -1.7068	  1.0000
  1.0361	  5.5429	  0.2633	 -1.8224	  1.0000
  1.3987	  5.5429	 -0.0122	 -1.3960	  1.0000
  1.7613	  5.5429	 -5.2751	 -6.3828	  0.0000
  2.1239	  5.5429	 -0.5342	 -0.3178	  1.0000
  2.4865	  5.5429	 -9.4222	  7.7405	  0.0000
  2.8492	  5.5429	  0.0790	  0.6102	  1.0000
  3.2118	  5.5429	 -0.1861	  0.8666	  1.0000
  3.5744	  5.5429	 -0.1821	  1.0731	  1.0000
  3.9370	  5.5429	 13.2959	  3.9734	  0.0000
  4.2996	  5.5429	 -0.1318	  0.7133	  1.0000
  4.6622	  5.5429	 -0.1421	  0.3004	  1.0000
  5.0249	  5.5429	 -0.4277	  0.1521	  1.0000
  5.3875	  5.5429	 -0.7300	 -0.2579	  1.0000
  5.7501	  5.5429	 -0.6982	 -0.7151	  1.0000
  6.1127	  5.5429	 -0.6636	 -0.2194	  1.0000
  6.4753	  5.5429	 -1.0810	 -0.2655	  1.0000
  6.8380	  5.5429	 -0.2822	  0.0571	  1.0000
  7.2006	  5.5429	  0.0301	  0.4495	  1.0000
  7.5632	  5.5429	 -0.0557	  0.8105	  1.0000
  7.9258	  5.5429	 -0.0874	  0.4906	  1.0000
  8.2884	  5.5429	 11.3827	  7.7507	  0.0000
  8.6511	  5.5429	 -2.4382	  7.7297	  0.0000
  9.0137	  5.5429	  0.2642	  0.0276	  1.0000
  0.3108	  5.1803	  0.1980	 -1.8973	  1.0000
  0.6734	  5.1803	 -0.0157	  0.5831	  0.0000
  1.0361	  5.1803	  0.5708	 -1.6672	  1.0000
  1.3987	  5.1803	 -0.0941	  0.2000	  0.0000
  1.7613	  5.1803	 11.7632	 -2.6354	  0.0000
  2.1239	  5.1803	 -0.6402	 -0.3604	  1.0000
  2.4865	  5.1803	 -0.5348	  0.0190	  1.0000
  2.8492	  5.1803	 -7.5774	  5.7550	  0.0000
  3.2118	  5.1803	 -5.6114	  4.3158	  0.0000
  3.5744	  5.1803	 -1.0581	  1.5100	  1.0000
